publishedAt,title,description
2017-01-01,2017 with the SEC. The report is available on the SEC's website at https://www.sec.gov and will be available on the Firm's Investor Relations website at www.jpmorganchase.com\investor-relations under SEC & Other Filings.	https://finance.yahoo.com/news/jpmorgan-chase-files-form-10-214500278.html?.tsrc=rss,2017 with the SEC. The report is available on the SEC's website at https://www.sec.gov and will be available on the Firm's Investor Relations website at www.jpmorganchase.com\investor-relations under SEC & Other Filings.	https://finance.yahoo.com/news/jpmorgan-chase-files-form-10-214500278.html?.tsrc=rss
2018-01-01,2018	Union Bankshares Inc UNB will begin trading ex dividend on July 27 2018 A cash dividend payment of 0 3 per share is scheduled to be paid on August 09 2018 Shareholders who purchased UNB prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3z7TlkvS86U/union-bankshares-inc-unb-ex-dividend-date-scheduled-for-july-27-2018-cm996921,2018	Union Bankshares Inc UNB will begin trading ex dividend on July 27 2018 A cash dividend payment of 0 3 per share is scheduled to be paid on August 09 2018 Shareholders who purchased UNB prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3z7TlkvS86U/union-bankshares-inc-unb-ex-dividend-date-scheduled-for-july-27-2018-cm996921
2018-01-01,2018	Boston Private Financial Holdings Inc BPFH will begin trading ex dividend on August 02 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on August 17 2018 Shareholders who purchased BPFH prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/X2vhBBVDdpE/boston-private-financial-holdings-inc-bpfh-ex-dividend-date-scheduled-for-august-02-2018-cm1000190,2018	Boston Private Financial Holdings Inc BPFH will begin trading ex dividend on August 02 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on August 17 2018 Shareholders who purchased BPFH prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/X2vhBBVDdpE/boston-private-financial-holdings-inc-bpfh-ex-dividend-date-scheduled-for-august-02-2018-cm1000190
2018-01-01,2018	Premier Financial Bancorp Inc PFBI will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on September 28 2018 Shareholders who purchased PFBI prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XgHyWbx-Uzg/premier-financial-bancorp-inc-pfbi-ex-dividend-date-scheduled-for-september-13-2018-cm1021432,2018	Premier Financial Bancorp Inc PFBI will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on September 28 2018 Shareholders who purchased PFBI prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XgHyWbx-Uzg/premier-financial-bancorp-inc-pfbi-ex-dividend-date-scheduled-for-september-13-2018-cm1021432
2018-01-01,2018	United Community Banks Inc UCBI will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on October 05 2018 Shareholders who purchased UCBI prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/exi30xS9XKc/united-community-banks-inc-ucbi-ex-dividend-date-scheduled-for-september-13-2018-cm1021446,2018	United Community Banks Inc UCBI will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on October 05 2018 Shareholders who purchased UCBI prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/exi30xS9XKc/united-community-banks-inc-ucbi-ex-dividend-date-scheduled-for-september-13-2018-cm1021446
2018-01-01,2018	United Community Banks Inc UCBI will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on October 05 2018 Shareholders who purchased UCBI prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TBEq-1zQuWw/united-community-banks-inc-ucbi-ex-dividend-date-scheduled-for-september-13-2018-cm1021446,2018	United Community Banks Inc UCBI will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on October 05 2018 Shareholders who purchased UCBI prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TBEq-1zQuWw/united-community-banks-inc-ucbi-ex-dividend-date-scheduled-for-september-13-2018-cm1021446
2018-01-01,2018	Great Western Bancorp Inc GWB will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 25 per share is scheduled to be paid on November 21 2018 Shareholders who purchased GWB prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/18UHBgMQzWc/great-western-bancorp-inc-gwb-ex-dividend-date-scheduled-for-november-08-2018-cm1051550,2018	Great Western Bancorp Inc GWB will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 25 per share is scheduled to be paid on November 21 2018 Shareholders who purchased GWB prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/18UHBgMQzWc/great-western-bancorp-inc-gwb-ex-dividend-date-scheduled-for-november-08-2018-cm1051550
2018-01-01,2018	Great Western Bancorp Inc GWB will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 25 per share is scheduled to be paid on November 21 2018 Shareholders who purchased GWB prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tEOTptwwyUs/great-western-bancorp-inc-gwb-ex-dividend-date-scheduled-for-november-08-2018-cm1051550,2018	Great Western Bancorp Inc GWB will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 25 per share is scheduled to be paid on November 21 2018 Shareholders who purchased GWB prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tEOTptwwyUs/great-western-bancorp-inc-gwb-ex-dividend-date-scheduled-for-november-08-2018-cm1051550
2018-01-01,2018	German American Bancorp Inc GABC will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on November 20 2018 Shareholders who purchased GABC prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OhlELZvO1vI/german-american-bancorp-inc-gabc-ex-dividend-date-scheduled-for-november-08-2018-cm1051546,2018	German American Bancorp Inc GABC will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on November 20 2018 Shareholders who purchased GABC prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OhlELZvO1vI/german-american-bancorp-inc-gabc-ex-dividend-date-scheduled-for-november-08-2018-cm1051546
2018-01-01,2018	German American Bancorp Inc GABC will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on November 20 2018 Shareholders who purchased GABC prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2jDLptlFsDE/german-american-bancorp-inc-gabc-ex-dividend-date-scheduled-for-november-08-2018-cm1051546,2018	German American Bancorp Inc GABC will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on November 20 2018 Shareholders who purchased GABC prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2jDLptlFsDE/german-american-bancorp-inc-gabc-ex-dividend-date-scheduled-for-november-08-2018-cm1051546
2018-01-01,2018	SB Financial Group Inc SBFG will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 085 per share is scheduled to be paid on November 23 2018 Shareholders who purchased SBFG prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/av0IKm7tmTA/sb-financial-group-inc-sbfg-ex-dividend-date-scheduled-for-november-08-2018-cm1051513,2018	SB Financial Group Inc SBFG will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 085 per share is scheduled to be paid on November 23 2018 Shareholders who purchased SBFG prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/av0IKm7tmTA/sb-financial-group-inc-sbfg-ex-dividend-date-scheduled-for-november-08-2018-cm1051513
2018-01-01,2018	SB Financial Group Inc SBFG will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 085 per share is scheduled to be paid on November 23 2018 Shareholders who purchased SBFG prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tWR0Pr2mEnQ/sb-financial-group-inc-sbfg-ex-dividend-date-scheduled-for-november-08-2018-cm1051513,2018	SB Financial Group Inc SBFG will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 085 per share is scheduled to be paid on November 23 2018 Shareholders who purchased SBFG prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tWR0Pr2mEnQ/sb-financial-group-inc-sbfg-ex-dividend-date-scheduled-for-november-08-2018-cm1051513
2018-01-01,2018	Green Bancorp Inc GNBC will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 1 per share is scheduled to be paid on November 21 2018 Shareholders who purchased GNBC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QACdkHqSXm0/green-bancorp-inc-gnbc-ex-dividend-date-scheduled-for-november-06-2018-cm1049787,2018	Green Bancorp Inc GNBC will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 1 per share is scheduled to be paid on November 21 2018 Shareholders who purchased GNBC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QACdkHqSXm0/green-bancorp-inc-gnbc-ex-dividend-date-scheduled-for-november-06-2018-cm1049787
2018-01-01,2018	Green Bancorp Inc GNBC will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 1 per share is scheduled to be paid on November 21 2018 Shareholders who purchased GNBC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/noBrC2H3M3c/green-bancorp-inc-gnbc-ex-dividend-date-scheduled-for-november-06-2018-cm1049787,2018	Green Bancorp Inc GNBC will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 1 per share is scheduled to be paid on November 21 2018 Shareholders who purchased GNBC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/noBrC2H3M3c/green-bancorp-inc-gnbc-ex-dividend-date-scheduled-for-november-06-2018-cm1049787
2018-01-01,2018	The First Bancshares Inc FBMS will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on November 23 2018 Shareholders who purchased FBMS prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tKzULc4-2bw/the-first-bancshares-inc-fbms-ex-dividend-date-scheduled-for-november-06-2018-cm1049778,2018	The First Bancshares Inc FBMS will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on November 23 2018 Shareholders who purchased FBMS prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tKzULc4-2bw/the-first-bancshares-inc-fbms-ex-dividend-date-scheduled-for-november-06-2018-cm1049778
2018-01-01,2018	The First Bancshares Inc FBMS will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on November 23 2018 Shareholders who purchased FBMS prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/z6wIaAVk2Es/the-first-bancshares-inc-fbms-ex-dividend-date-scheduled-for-november-06-2018-cm1049778,2018	The First Bancshares Inc FBMS will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on November 23 2018 Shareholders who purchased FBMS prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/z6wIaAVk2Es/the-first-bancshares-inc-fbms-ex-dividend-date-scheduled-for-november-06-2018-cm1049778
2018-01-01,2018	First Mid Illinois Bancshares Inc FMBH will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 36 per share is scheduled to be paid on November 14 2018 Shareholders who purchased FMBH prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-udc9dJ_7nk/first-mid-illinois-bancshares-inc-fmbh-ex-dividend-date-scheduled-for-november-06-2018-cm1049770,2018	First Mid Illinois Bancshares Inc FMBH will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 36 per share is scheduled to be paid on November 14 2018 Shareholders who purchased FMBH prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-udc9dJ_7nk/first-mid-illinois-bancshares-inc-fmbh-ex-dividend-date-scheduled-for-november-06-2018-cm1049770
2018-01-01,2018	First Mid Illinois Bancshares Inc FMBH will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 36 per share is scheduled to be paid on November 14 2018 Shareholders who purchased FMBH prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/fxyCaiGmvUc/first-mid-illinois-bancshares-inc-fmbh-ex-dividend-date-scheduled-for-november-06-2018-cm1049770,2018	First Mid Illinois Bancshares Inc FMBH will begin trading ex dividend on November 06 2018 A cash dividend payment of 0 36 per share is scheduled to be paid on November 14 2018 Shareholders who purchased FMBH prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/fxyCaiGmvUc/first-mid-illinois-bancshares-inc-fmbh-ex-dividend-date-scheduled-for-november-06-2018-cm1049770
2018-01-01,2018	Independent Bank Group Inc IBTX will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on November 15 2018 Shareholders who purchased IBTX prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vPrLhQ143Rw/independent-bank-group-inc-ibtx-ex-dividend-date-scheduled-for-november-02-2018-cm1047817,2018	Independent Bank Group Inc IBTX will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on November 15 2018 Shareholders who purchased IBTX prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vPrLhQ143Rw/independent-bank-group-inc-ibtx-ex-dividend-date-scheduled-for-november-02-2018-cm1047817
2018-01-01,2018	Independent Bank Group Inc IBTX will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on November 15 2018 Shareholders who purchased IBTX prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zWEDZ13Wgfc/independent-bank-group-inc-ibtx-ex-dividend-date-scheduled-for-november-02-2018-cm1047817,2018	Independent Bank Group Inc IBTX will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on November 15 2018 Shareholders who purchased IBTX prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zWEDZ13Wgfc/independent-bank-group-inc-ibtx-ex-dividend-date-scheduled-for-november-02-2018-cm1047817
2018-01-01,2018	Lakeland Bancorp Inc LBAI will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 115 per share is scheduled to be paid on November 15 2018 Shareholders who purchased LBAI prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wJhdrJEKMRA/lakeland-bancorp-inc-lbai-ex-dividend-date-scheduled-for-november-02-2018-cm1047745,2018	Lakeland Bancorp Inc LBAI will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 115 per share is scheduled to be paid on November 15 2018 Shareholders who purchased LBAI prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wJhdrJEKMRA/lakeland-bancorp-inc-lbai-ex-dividend-date-scheduled-for-november-02-2018-cm1047745
2018-01-01,2018	Lakeland Bancorp Inc LBAI will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 115 per share is scheduled to be paid on November 15 2018 Shareholders who purchased LBAI prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-7SeILD7C3U/lakeland-bancorp-inc-lbai-ex-dividend-date-scheduled-for-november-02-2018-cm1047745,2018	Lakeland Bancorp Inc LBAI will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 115 per share is scheduled to be paid on November 15 2018 Shareholders who purchased LBAI prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-7SeILD7C3U/lakeland-bancorp-inc-lbai-ex-dividend-date-scheduled-for-november-02-2018-cm1047745
2018-01-01,2018	First Business Financial Services Inc FBIZ will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on November 15 2018 Shareholders who purchased FBIZ prior to the ex dividend date are eligible for the cash dividend	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/84ZKZv4CTLY/first-business-financial-services-inc-fbiz-ex-dividend-date-scheduled-for-november-02-2018-cm1047731,2018	First Business Financial Services Inc FBIZ will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on November 15 2018 Shareholders who purchased FBIZ prior to the ex dividend date are eligible for the cash dividend	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/84ZKZv4CTLY/first-business-financial-services-inc-fbiz-ex-dividend-date-scheduled-for-november-02-2018-cm1047731
2018-01-01,2018	First Business Financial Services Inc FBIZ will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on November 15 2018 Shareholders who purchased FBIZ prior to the ex dividend date are eligible for the cash dividend	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wU4HddrPksE/first-business-financial-services-inc-fbiz-ex-dividend-date-scheduled-for-november-02-2018-cm1047731,2018	First Business Financial Services Inc FBIZ will begin trading ex dividend on November 02 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on November 15 2018 Shareholders who purchased FBIZ prior to the ex dividend date are eligible for the cash dividend	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wU4HddrPksE/first-business-financial-services-inc-fbiz-ex-dividend-date-scheduled-for-november-02-2018-cm1047731
2018-01-01,2018 with the SEC. The report is available on the SEC's website at https://www.sec.gov and will be available on the Firm's Investor Relations website at www.jpmorganchase.com/investor-relations under SEC & Other Filings.	https://finance.yahoo.com/news/jpmorgan-chase-files-form-10-205600812.html?.tsrc=rss,2018 with the SEC. The report is available on the SEC's website at https://www.sec.gov and will be available on the Firm's Investor Relations website at www.jpmorganchase.com/investor-relations under SEC & Other Filings.	https://finance.yahoo.com/news/jpmorgan-chase-files-form-10-205600812.html?.tsrc=rss
2018-01-01,2018 /PRNewswire/ -- J.P. Morgan Asset Management today announced the launch of the JPMorgan Municipal ETF ...	https://finance.yahoo.com/news/j-p-morgan-asset-management-134800389.html?.tsrc=rss,2018 /PRNewswire/ -- J.P. Morgan Asset Management today announced the launch of the JPMorgan Municipal ETF ...	https://finance.yahoo.com/news/j-p-morgan-asset-management-134800389.html?.tsrc=rss
2018-01-01,2018	Pinnacle Financial Partners Inc PNFP will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 16 per share is scheduled to be paid on November 30 2018 Shareholders who purchased PNFP prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JRQj6dgHSKI/pinnacle-financial-partners-inc-pnfp-ex-dividend-date-scheduled-for-november-01-2018-cm1046852,2018	Pinnacle Financial Partners Inc PNFP will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 16 per share is scheduled to be paid on November 30 2018 Shareholders who purchased PNFP prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JRQj6dgHSKI/pinnacle-financial-partners-inc-pnfp-ex-dividend-date-scheduled-for-november-01-2018-cm1046852
2018-01-01,2018	Pinnacle Financial Partners Inc PNFP will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 16 per share is scheduled to be paid on November 30 2018 Shareholders who purchased PNFP prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ZtYY2LDA0do/pinnacle-financial-partners-inc-pnfp-ex-dividend-date-scheduled-for-november-01-2018-cm1046852,2018	Pinnacle Financial Partners Inc PNFP will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 16 per share is scheduled to be paid on November 30 2018 Shareholders who purchased PNFP prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ZtYY2LDA0do/pinnacle-financial-partners-inc-pnfp-ex-dividend-date-scheduled-for-november-01-2018-cm1046852
2018-01-01,2018	Boston Private Financial Holdings Inc BPFH will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on November 16 2018 Shareholders who purchased BPFH prior to the ex dividend date are eligible for the cash dividend	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Ycw5Dw74wTo/boston-private-financial-holdings-inc-bpfh-ex-dividend-date-scheduled-for-november-01-2018-cm1046833,2018	Boston Private Financial Holdings Inc BPFH will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on November 16 2018 Shareholders who purchased BPFH prior to the ex dividend date are eligible for the cash dividend	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Ycw5Dw74wTo/boston-private-financial-holdings-inc-bpfh-ex-dividend-date-scheduled-for-november-01-2018-cm1046833
2018-01-01,2018	Boston Private Financial Holdings Inc BPFH will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on November 16 2018 Shareholders who purchased BPFH prior to the ex dividend date are eligible for the cash dividend	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2Xa3ZWKUpFM/boston-private-financial-holdings-inc-bpfh-ex-dividend-date-scheduled-for-november-01-2018-cm1046833,2018	Boston Private Financial Holdings Inc BPFH will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on November 16 2018 Shareholders who purchased BPFH prior to the ex dividend date are eligible for the cash dividend	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2Xa3ZWKUpFM/boston-private-financial-holdings-inc-bpfh-ex-dividend-date-scheduled-for-november-01-2018-cm1046833
2018-01-01,2018	First Community Bankshares Inc FCBC will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on November 16 2018 Shareholders who purchased FCBC prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1W8Ol3QoEAQ/first-community-bankshares-inc-fcbc-ex-dividend-date-scheduled-for-november-01-2018-cm1046831,2018	First Community Bankshares Inc FCBC will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on November 16 2018 Shareholders who purchased FCBC prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1W8Ol3QoEAQ/first-community-bankshares-inc-fcbc-ex-dividend-date-scheduled-for-november-01-2018-cm1046831
2018-01-01,2018	First Community Bankshares Inc FCBC will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on November 16 2018 Shareholders who purchased FCBC prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3kob0NVRZUU/first-community-bankshares-inc-fcbc-ex-dividend-date-scheduled-for-november-01-2018-cm1046831,2018	First Community Bankshares Inc FCBC will begin trading ex dividend on November 01 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on November 16 2018 Shareholders who purchased FCBC prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3kob0NVRZUU/first-community-bankshares-inc-fcbc-ex-dividend-date-scheduled-for-november-01-2018-cm1046831
2018-01-01,2018	Century Bancorp Inc CNBKA will begin trading ex dividend on October 31 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on November 15 2018 Shareholders who purchased CNBKA prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/FYJmAg_0pCY/century-bancorp-inc-cnbka-ex-dividend-date-scheduled-for-october-31-2018-cm1045865,2018	Century Bancorp Inc CNBKA will begin trading ex dividend on October 31 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on November 15 2018 Shareholders who purchased CNBKA prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/FYJmAg_0pCY/century-bancorp-inc-cnbka-ex-dividend-date-scheduled-for-october-31-2018-cm1045865
2018-01-01,2018	First Interstate BancSystem Inc FIBK will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 28 per share is scheduled to be paid on November 19 2018 Shareholders who purchased FIBK prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rjpE9YMozE8/first-interstate-bancsystem-inc-fibk-ex-dividend-date-scheduled-for-november-08-2018-cm1051581,2018	First Interstate BancSystem Inc FIBK will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 28 per share is scheduled to be paid on November 19 2018 Shareholders who purchased FIBK prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rjpE9YMozE8/first-interstate-bancsystem-inc-fibk-ex-dividend-date-scheduled-for-november-08-2018-cm1051581
2018-01-01,2018	First Interstate BancSystem Inc FIBK will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 28 per share is scheduled to be paid on November 19 2018 Shareholders who purchased FIBK prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zAE8dZcxy6Y/first-interstate-bancsystem-inc-fibk-ex-dividend-date-scheduled-for-november-08-2018-cm1051581,2018	First Interstate BancSystem Inc FIBK will begin trading ex dividend on November 08 2018 A cash dividend payment of 0 28 per share is scheduled to be paid on November 19 2018 Shareholders who purchased FIBK prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zAE8dZcxy6Y/first-interstate-bancsystem-inc-fibk-ex-dividend-date-scheduled-for-november-08-2018-cm1051581
