publishedAt,title,description
2018-01-01,2018	Raytheon Company RTN will begin trading ex dividend on October 09 2018 A cash dividend payment of 0 868 per share is scheduled to be paid on November 08 2018 Shareholders who purchased RTN prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/EHhzBeH6MJ4/raytheon-company-rtn-ex-dividend-date-scheduled-for-october-09-2018-cm1033302,2018	Raytheon Company RTN will begin trading ex dividend on October 09 2018 A cash dividend payment of 0 868 per share is scheduled to be paid on November 08 2018 Shareholders who purchased RTN prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/EHhzBeH6MJ4/raytheon-company-rtn-ex-dividend-date-scheduled-for-october-09-2018-cm1033302
2018-01-01,2018	Raytheon Company RTN will begin trading ex dividend on October 09 2018 A cash dividend payment of 0 868 per share is scheduled to be paid on November 08 2018 Shareholders who purchased RTN prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5g_96sPxbuo/raytheon-company-rtn-ex-dividend-date-scheduled-for-october-09-2018-cm1033302,2018	Raytheon Company RTN will begin trading ex dividend on October 09 2018 A cash dividend payment of 0 868 per share is scheduled to be paid on November 08 2018 Shareholders who purchased RTN prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5g_96sPxbuo/raytheon-company-rtn-ex-dividend-date-scheduled-for-october-09-2018-cm1033302
2018-01-01,2018	Kadant Inc KAI will begin trading ex dividend on October 10 2018 A cash dividend payment of 0 22 per share is scheduled to be paid on November 08 2018 Shareholders who purchased KAI prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd quarter	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/EdfYuLe4XSg/kadant-inc-kai-ex-dividend-date-scheduled-for-october-10-2018-cm1034007,2018	Kadant Inc KAI will begin trading ex dividend on October 10 2018 A cash dividend payment of 0 22 per share is scheduled to be paid on November 08 2018 Shareholders who purchased KAI prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd quarter	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/EdfYuLe4XSg/kadant-inc-kai-ex-dividend-date-scheduled-for-october-10-2018-cm1034007
2018-01-01,2018	Kadant Inc KAI will begin trading ex dividend on October 10 2018 A cash dividend payment of 0 22 per share is scheduled to be paid on November 08 2018 Shareholders who purchased KAI prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd quarter	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/jdl5-N2T_PM/kadant-inc-kai-ex-dividend-date-scheduled-for-october-10-2018-cm1034007,2018	Kadant Inc KAI will begin trading ex dividend on October 10 2018 A cash dividend payment of 0 22 per share is scheduled to be paid on November 08 2018 Shareholders who purchased KAI prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd quarter	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/jdl5-N2T_PM/kadant-inc-kai-ex-dividend-date-scheduled-for-october-10-2018-cm1034007
2018-01-01,2018	Owens Corning Inc OC will begin trading ex dividend on October 15 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on November 02 2018 Shareholders who purchased OC prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JEE6hR_H6f8/owens-corning-inc-oc-ex-dividend-date-scheduled-for-october-15-2018-cm1036299,2018	Owens Corning Inc OC will begin trading ex dividend on October 15 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on November 02 2018 Shareholders who purchased OC prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JEE6hR_H6f8/owens-corning-inc-oc-ex-dividend-date-scheduled-for-october-15-2018-cm1036299
2018-01-01,2018	Owens Corning Inc OC will begin trading ex dividend on October 15 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on November 02 2018 Shareholders who purchased OC prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ezwWfRLH9dQ/owens-corning-inc-oc-ex-dividend-date-scheduled-for-october-15-2018-cm1036299,2018	Owens Corning Inc OC will begin trading ex dividend on October 15 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on November 02 2018 Shareholders who purchased OC prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ezwWfRLH9dQ/owens-corning-inc-oc-ex-dividend-date-scheduled-for-october-15-2018-cm1036299
2018-01-01,2018	WSI Industries Inc WSCI will begin trading ex dividend on October 17 2018 A cash dividend payment of 0 04 per share is scheduled to be paid on November 01 2018 Shareholders who purchased WSCI prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OAk0Of7U9Hw/wsi-industries-inc-wsci-ex-dividend-date-scheduled-for-october-17-2018-cm1037662,2018	WSI Industries Inc WSCI will begin trading ex dividend on October 17 2018 A cash dividend payment of 0 04 per share is scheduled to be paid on November 01 2018 Shareholders who purchased WSCI prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OAk0Of7U9Hw/wsi-industries-inc-wsci-ex-dividend-date-scheduled-for-october-17-2018-cm1037662
2018-01-01,2018	WSI Industries Inc WSCI will begin trading ex dividend on October 17 2018 A cash dividend payment of 0 04 per share is scheduled to be paid on November 01 2018 Shareholders who purchased WSCI prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/7M8sdaJmIgc/wsi-industries-inc-wsci-ex-dividend-date-scheduled-for-october-17-2018-cm1037662,2018	WSI Industries Inc WSCI will begin trading ex dividend on October 17 2018 A cash dividend payment of 0 04 per share is scheduled to be paid on November 01 2018 Shareholders who purchased WSCI prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/7M8sdaJmIgc/wsi-industries-inc-wsci-ex-dividend-date-scheduled-for-october-17-2018-cm1037662
2018-01-01,2018	Pentair plc PNR will begin trading ex dividend on October 18 2018 A cash dividend payment of 0 175 per share is scheduled to be paid on November 02 2018 Shareholders who purchased PNR prior to the ex dividend date are eligible for the cash dividend payment This represents an 49	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/LAtMdUYV0xY/pentair-plc-pnr-ex-dividend-date-scheduled-for-october-18-2018-cm1038314,2018	Pentair plc PNR will begin trading ex dividend on October 18 2018 A cash dividend payment of 0 175 per share is scheduled to be paid on November 02 2018 Shareholders who purchased PNR prior to the ex dividend date are eligible for the cash dividend payment This represents an 49	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/LAtMdUYV0xY/pentair-plc-pnr-ex-dividend-date-scheduled-for-october-18-2018-cm1038314
2018-01-01,2018	Acme United Corporation ACU will begin trading ex dividend on October 01 2018 A cash dividend payment of 0 11 per share is scheduled to be paid on October 23 2018 Shareholders who purchased ACU prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/56CUVjh9d0A/acme-united-corporation-acu-ex-dividend-date-scheduled-for-october-01-2018-cm1029520,2018	Acme United Corporation ACU will begin trading ex dividend on October 01 2018 A cash dividend payment of 0 11 per share is scheduled to be paid on October 23 2018 Shareholders who purchased ACU prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/56CUVjh9d0A/acme-united-corporation-acu-ex-dividend-date-scheduled-for-october-01-2018-cm1029520
2018-01-01,2018	Deere amp Company DE will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 69 per share is scheduled to be paid on August 01 2018 Shareholders who purchased DE prior to the ex dividend date are eligible for the cash dividend payment This represents an 15	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3fORTw2YL_8/deere-company-de-ex-dividend-date-scheduled-for-june-28-2018-cm983872,2018	Deere amp Company DE will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 69 per share is scheduled to be paid on August 01 2018 Shareholders who purchased DE prior to the ex dividend date are eligible for the cash dividend payment This represents an 15	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3fORTw2YL_8/deere-company-de-ex-dividend-date-scheduled-for-june-28-2018-cm983872
2018-01-01,2018	WSI Industries Inc WSCI will begin trading ex dividend on June 25 2018 A cash dividend payment of 0 04 per share is scheduled to be paid on July 10 2018 Shareholders who purchased WSCI prior to the ex dividend date are eligible for the cash dividend payment This marks the 24th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zEQKQYxdY9s/wsi-industries-inc-wsci-ex-dividend-date-scheduled-for-june-25-2018-cm981986,2018	WSI Industries Inc WSCI will begin trading ex dividend on June 25 2018 A cash dividend payment of 0 04 per share is scheduled to be paid on July 10 2018 Shareholders who purchased WSCI prior to the ex dividend date are eligible for the cash dividend payment This marks the 24th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zEQKQYxdY9s/wsi-industries-inc-wsci-ex-dividend-date-scheduled-for-june-25-2018-cm981986
2018-01-01,2018	WSI Industries Inc WSCI will begin trading ex dividend on June 25 2018 A cash dividend payment of 0 04 per share is scheduled to be paid on July 10 2018 Shareholders who purchased WSCI prior to the ex dividend date are eligible for the cash dividend payment This marks the 24th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2WkiZJ39xOE/wsi-industries-inc-wsci-ex-dividend-date-scheduled-for-june-25-2018-cm981986,2018	WSI Industries Inc WSCI will begin trading ex dividend on June 25 2018 A cash dividend payment of 0 04 per share is scheduled to be paid on July 10 2018 Shareholders who purchased WSCI prior to the ex dividend date are eligible for the cash dividend payment This marks the 24th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2WkiZJ39xOE/wsi-industries-inc-wsci-ex-dividend-date-scheduled-for-june-25-2018-cm981986
2018-01-01,2018	Northrop Grumman Corporation NOC will begin trading ex dividend on March 02 2018 A cash dividend payment of 1 1 per share is scheduled to be paid on March 21 2018 Shareholders who purchased NOC prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/sI4X0PzoZOA/northrop-grumman-corporation-noc-ex-dividend-date-scheduled-for-march-02-2018-cm928605,2018	Northrop Grumman Corporation NOC will begin trading ex dividend on March 02 2018 A cash dividend payment of 1 1 per share is scheduled to be paid on March 21 2018 Shareholders who purchased NOC prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/sI4X0PzoZOA/northrop-grumman-corporation-noc-ex-dividend-date-scheduled-for-march-02-2018-cm928605
2018-01-01,2018	Northrop Grumman Corporation NOC will begin trading ex dividend on March 02 2018 A cash dividend payment of 1 1 per share is scheduled to be paid on March 21 2018 Shareholders who purchased NOC prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/lmYw3_W6dok/northrop-grumman-corporation-noc-ex-dividend-date-scheduled-for-march-02-2018-cm928605,2018	Northrop Grumman Corporation NOC will begin trading ex dividend on March 02 2018 A cash dividend payment of 1 1 per share is scheduled to be paid on March 21 2018 Shareholders who purchased NOC prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/lmYw3_W6dok/northrop-grumman-corporation-noc-ex-dividend-date-scheduled-for-march-02-2018-cm928605
2018-01-01,2018	Lam Research Corporation LRCX will begin trading ex dividend on March 06 2018 A cash dividend payment of 0 5 per share is scheduled to be paid on March 28 2018 Shareholders who purchased LRCX prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mGtV39Z8TNI/lam-research-corporation-lrcx-ex-dividend-date-scheduled-for-march-06-2018-cm929929,2018	Lam Research Corporation LRCX will begin trading ex dividend on March 06 2018 A cash dividend payment of 0 5 per share is scheduled to be paid on March 28 2018 Shareholders who purchased LRCX prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mGtV39Z8TNI/lam-research-corporation-lrcx-ex-dividend-date-scheduled-for-march-06-2018-cm929929
2018-01-01,2018	Lam Research Corporation LRCX will begin trading ex dividend on March 06 2018 A cash dividend payment of 0 5 per share is scheduled to be paid on March 28 2018 Shareholders who purchased LRCX prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ADMWSJ9R17Q/lam-research-corporation-lrcx-ex-dividend-date-scheduled-for-march-06-2018-cm929929,2018	Lam Research Corporation LRCX will begin trading ex dividend on March 06 2018 A cash dividend payment of 0 5 per share is scheduled to be paid on March 28 2018 Shareholders who purchased LRCX prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ADMWSJ9R17Q/lam-research-corporation-lrcx-ex-dividend-date-scheduled-for-march-06-2018-cm929929
2018-01-01,2018	Harris Corporation HRS will begin trading ex dividend on March 07 2018 A cash dividend payment of 0 57 per share is scheduled to be paid on March 21 2018 Shareholders who purchased HRS prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/7CNKBWelaK0/harris-corporation-hrs-ex-dividend-date-scheduled-for-march-07-2018-cm930514,2018	Harris Corporation HRS will begin trading ex dividend on March 07 2018 A cash dividend payment of 0 57 per share is scheduled to be paid on March 21 2018 Shareholders who purchased HRS prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/7CNKBWelaK0/harris-corporation-hrs-ex-dividend-date-scheduled-for-march-07-2018-cm930514
2018-01-01,2018	Harris Corporation HRS will begin trading ex dividend on March 07 2018 A cash dividend payment of 0 57 per share is scheduled to be paid on March 21 2018 Shareholders who purchased HRS prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ePCUJb8gQAo/harris-corporation-hrs-ex-dividend-date-scheduled-for-march-07-2018-cm930514,2018	Harris Corporation HRS will begin trading ex dividend on March 07 2018 A cash dividend payment of 0 57 per share is scheduled to be paid on March 21 2018 Shareholders who purchased HRS prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ePCUJb8gQAo/harris-corporation-hrs-ex-dividend-date-scheduled-for-march-07-2018-cm930514
2018-01-01,2018	Owens Corning Inc OC will begin trading ex dividend on March 08 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on April 03 2018 Shareholders who purchased OC prior to the ex dividend date are eligible for the cash dividend payment This represents an 5	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/F8FHbhc5H9w/owens-corning-inc-oc-ex-dividend-date-scheduled-for-march-08-2018-cm931188,2018	Owens Corning Inc OC will begin trading ex dividend on March 08 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on April 03 2018 Shareholders who purchased OC prior to the ex dividend date are eligible for the cash dividend payment This represents an 5	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/F8FHbhc5H9w/owens-corning-inc-oc-ex-dividend-date-scheduled-for-march-08-2018-cm931188
2018-01-01,2018	Owens Corning Inc OC will begin trading ex dividend on March 08 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on April 03 2018 Shareholders who purchased OC prior to the ex dividend date are eligible for the cash dividend payment This represents an 5	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/P7Sh1gC7Cr0/owens-corning-inc-oc-ex-dividend-date-scheduled-for-march-08-2018-cm931188,2018	Owens Corning Inc OC will begin trading ex dividend on March 08 2018 A cash dividend payment of 0 21 per share is scheduled to be paid on April 03 2018 Shareholders who purchased OC prior to the ex dividend date are eligible for the cash dividend payment This represents an 5	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/P7Sh1gC7Cr0/owens-corning-inc-oc-ex-dividend-date-scheduled-for-march-08-2018-cm931188
2018-01-01,2018	CompX International Inc CIX will begin trading ex dividend on March 09 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on March 20 2018 Shareholders who purchased CIX prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/PSOfug5hKlM/compx-international-inc-cix-ex-dividend-date-scheduled-for-march-09-2018-cm931785,2018	CompX International Inc CIX will begin trading ex dividend on March 09 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on March 20 2018 Shareholders who purchased CIX prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/PSOfug5hKlM/compx-international-inc-cix-ex-dividend-date-scheduled-for-march-09-2018-cm931785
2018-01-01,2018	CompX International Inc CIX will begin trading ex dividend on March 09 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on March 20 2018 Shareholders who purchased CIX prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/V0zGT6yPhO4/compx-international-inc-cix-ex-dividend-date-scheduled-for-march-09-2018-cm931785,2018	CompX International Inc CIX will begin trading ex dividend on March 09 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on March 20 2018 Shareholders who purchased CIX prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/V0zGT6yPhO4/compx-international-inc-cix-ex-dividend-date-scheduled-for-march-09-2018-cm931785
2018-01-01,2018	CAE Inc CAE will begin trading ex dividend on March 14 2018 A cash dividend payment of 0 071 per share is scheduled to be paid on March 30 2018 Shareholders who purchased CAE prior to the ex dividend date are eligible for the cash dividend payment This represents an 1 39 decrease	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/MUXX9zYE9uA/cae-inc-cae-ex-dividend-date-scheduled-for-march-14-2018-cm933903,2018	CAE Inc CAE will begin trading ex dividend on March 14 2018 A cash dividend payment of 0 071 per share is scheduled to be paid on March 30 2018 Shareholders who purchased CAE prior to the ex dividend date are eligible for the cash dividend payment This represents an 1 39 decrease	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/MUXX9zYE9uA/cae-inc-cae-ex-dividend-date-scheduled-for-march-14-2018-cm933903
2018-01-01,2018	CAE Inc CAE will begin trading ex dividend on March 14 2018 A cash dividend payment of 0 071 per share is scheduled to be paid on March 30 2018 Shareholders who purchased CAE prior to the ex dividend date are eligible for the cash dividend payment This represents an 1 39 decrease	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/dt2l5m-kFVs/cae-inc-cae-ex-dividend-date-scheduled-for-march-14-2018-cm933903,2018	CAE Inc CAE will begin trading ex dividend on March 14 2018 A cash dividend payment of 0 071 per share is scheduled to be paid on March 30 2018 Shareholders who purchased CAE prior to the ex dividend date are eligible for the cash dividend payment This represents an 1 39 decrease	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/dt2l5m-kFVs/cae-inc-cae-ex-dividend-date-scheduled-for-march-14-2018-cm933903
2018-01-01,2018	Thermo Fisher Scientific Inc TMO will begin trading ex dividend on March 14 2018 A cash dividend payment of 0 17 per share is scheduled to be paid on April 16 2018 Shareholders who purchased TMO prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/FZHA6a6GF8Q/thermo-fisher-scientific-inc-tmo-ex-dividend-date-scheduled-for-march-14-2018-cm933920,2018	Thermo Fisher Scientific Inc TMO will begin trading ex dividend on March 14 2018 A cash dividend payment of 0 17 per share is scheduled to be paid on April 16 2018 Shareholders who purchased TMO prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/FZHA6a6GF8Q/thermo-fisher-scientific-inc-tmo-ex-dividend-date-scheduled-for-march-14-2018-cm933920
2018-01-01,2018	Thermo Fisher Scientific Inc TMO will begin trading ex dividend on March 14 2018 A cash dividend payment of 0 17 per share is scheduled to be paid on April 16 2018 Shareholders who purchased TMO prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/n7oVGtvnjpg/thermo-fisher-scientific-inc-tmo-ex-dividend-date-scheduled-for-march-14-2018-cm933920,2018	Thermo Fisher Scientific Inc TMO will begin trading ex dividend on March 14 2018 A cash dividend payment of 0 17 per share is scheduled to be paid on April 16 2018 Shareholders who purchased TMO prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/n7oVGtvnjpg/thermo-fisher-scientific-inc-tmo-ex-dividend-date-scheduled-for-march-14-2018-cm933920
2018-01-01,2018	Briggs amp Stratton Corporation BGG will begin trading ex dividend on March 15 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on April 03 2018 Shareholders who purchased BGG prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/05sDE7V9U6A/briggs-stratton-corporation-bgg-ex-dividend-date-scheduled-for-march-15-2018-cm934490,2018	Briggs amp Stratton Corporation BGG will begin trading ex dividend on March 15 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on April 03 2018 Shareholders who purchased BGG prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/05sDE7V9U6A/briggs-stratton-corporation-bgg-ex-dividend-date-scheduled-for-march-15-2018-cm934490
2018-01-01,2018	Briggs amp Stratton Corporation BGG will begin trading ex dividend on March 15 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on April 03 2018 Shareholders who purchased BGG prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Ze0otFRFtLY/briggs-stratton-corporation-bgg-ex-dividend-date-scheduled-for-march-15-2018-cm934490,2018	Briggs amp Stratton Corporation BGG will begin trading ex dividend on March 15 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on April 03 2018 Shareholders who purchased BGG prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Ze0otFRFtLY/briggs-stratton-corporation-bgg-ex-dividend-date-scheduled-for-march-15-2018-cm934490
2018-01-01,2018	MTS Systems Corporation MTSC will begin trading ex dividend on March 16 2018 A cash dividend payment of 0 3 per share is scheduled to be paid on April 02 2018 Shareholders who purchased MTSC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3HKMM-p6pT4/mts-systems-corporation-mtsc-ex-dividend-date-scheduled-for-march-16-2018-cm935113,2018	MTS Systems Corporation MTSC will begin trading ex dividend on March 16 2018 A cash dividend payment of 0 3 per share is scheduled to be paid on April 02 2018 Shareholders who purchased MTSC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3HKMM-p6pT4/mts-systems-corporation-mtsc-ex-dividend-date-scheduled-for-march-16-2018-cm935113
2018-01-01,2018	MTS Systems Corporation MTSC will begin trading ex dividend on March 16 2018 A cash dividend payment of 0 3 per share is scheduled to be paid on April 02 2018 Shareholders who purchased MTSC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OgEkUYc6mcg/mts-systems-corporation-mtsc-ex-dividend-date-scheduled-for-march-16-2018-cm935113,2018	MTS Systems Corporation MTSC will begin trading ex dividend on March 16 2018 A cash dividend payment of 0 3 per share is scheduled to be paid on April 02 2018 Shareholders who purchased MTSC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OgEkUYc6mcg/mts-systems-corporation-mtsc-ex-dividend-date-scheduled-for-march-16-2018-cm935113
2018-01-01,2018	Altra Industrial Motion Corp AIMC will begin trading ex dividend on March 16 2018 A cash dividend payment of 0 17 per share is scheduled to be paid on April 03 2018 Shareholders who purchased AIMC prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5wkGBZx4KbY/altra-industrial-motion-corp-aimc-ex-dividend-date-scheduled-for-march-16-2018-cm935122,2018	Altra Industrial Motion Corp AIMC will begin trading ex dividend on March 16 2018 A cash dividend payment of 0 17 per share is scheduled to be paid on April 03 2018 Shareholders who purchased AIMC prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5wkGBZx4KbY/altra-industrial-motion-corp-aimc-ex-dividend-date-scheduled-for-march-16-2018-cm935122
2018-01-01,2018	Altra Industrial Motion Corp AIMC will begin trading ex dividend on March 16 2018 A cash dividend payment of 0 17 per share is scheduled to be paid on April 03 2018 Shareholders who purchased AIMC prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_f4WHrbR9Kg/altra-industrial-motion-corp-aimc-ex-dividend-date-scheduled-for-march-16-2018-cm935122,2018	Altra Industrial Motion Corp AIMC will begin trading ex dividend on March 16 2018 A cash dividend payment of 0 17 per share is scheduled to be paid on April 03 2018 Shareholders who purchased AIMC prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_f4WHrbR9Kg/altra-industrial-motion-corp-aimc-ex-dividend-date-scheduled-for-march-16-2018-cm935122
2018-01-01,2018	Deere amp Company DE will begin trading ex dividend on March 28 2018 A cash dividend payment of 0 6 per share is scheduled to be paid on May 01 2018 Shareholders who purchased DE prior to the ex dividend date are eligible for the cash dividend payment This marks the 16th quarter	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/PCWmnviZY6g/deere-company-de-ex-dividend-date-scheduled-for-march-28-2018-cm940219,2018	Deere amp Company DE will begin trading ex dividend on March 28 2018 A cash dividend payment of 0 6 per share is scheduled to be paid on May 01 2018 Shareholders who purchased DE prior to the ex dividend date are eligible for the cash dividend payment This marks the 16th quarter	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/PCWmnviZY6g/deere-company-de-ex-dividend-date-scheduled-for-march-28-2018-cm940219
2018-01-01,2018	Deere amp Company DE will begin trading ex dividend on March 28 2018 A cash dividend payment of 0 6 per share is scheduled to be paid on May 01 2018 Shareholders who purchased DE prior to the ex dividend date are eligible for the cash dividend payment This marks the 16th quarter	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/MwULlQJ07nI/deere-company-de-ex-dividend-date-scheduled-for-march-28-2018-cm940219,2018	Deere amp Company DE will begin trading ex dividend on March 28 2018 A cash dividend payment of 0 6 per share is scheduled to be paid on May 01 2018 Shareholders who purchased DE prior to the ex dividend date are eligible for the cash dividend payment This marks the 16th quarter	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/MwULlQJ07nI/deere-company-de-ex-dividend-date-scheduled-for-march-28-2018-cm940219
